Tenure_StandardScaled,MonthlyCharges_StandardScaled,TotalCharges_StandardScaled,SeniorCitizen_StandardScaled
-1.4788065081594703,-0.9591853957110609,-1.1946210022510177,1.0040080320963853
-0.7522868690139163,-0.012290311702639832,-1.1003046928351623,1.0040080320963853
-0.4616790133556946,-1.5968902482065281,-1.2322589661024155,1.0040080320963853
0.7976216944965991,-1.6355390271456474,1.2894846119412304,1.0040080320963853
-0.9944600820624343,1.3790657301056524,-1.4235483823824602,1.0040080320963853
0.8944909797160063,-1.3456731851022532,1.4612908469334926,-0.9960079680956174
1.4272720484227461,-0.28283176427647444,-0.026515724133522142,1.0040080320963853
1.185098835374228,0.2775755303407544,-0.5091672605808574,1.0040080320963853
1.3304027632033388,0.2002779724625159,1.6539086619377046,1.0040080320963853
-1.0913293672818414,0.12298041458427747,0.7111883673538727,1.0040080320963853
1.0882295501548207,-1.0944561219979783,0.41185585484158044,-0.9960079680956174
-1.4303718655497668,-0.07026348011131868,1.3479341558045774,1.0040080320963853
0.7976216944965991,-0.5340488273807494,-0.3541874094280433,1.0040080320963853
-1.381937222940063,0.8573072144275428,0.8661682185066868,1.0040080320963853
0.7976216944965991,-1.0751317325284186,-1.5364622739366534,1.0040080320963853
1.3788374058130424,-0.7079683326067859,-0.07389527862881101,1.0040080320963853
-0.8491561542333235,1.4177145090447716,0.28167277987321665,-0.9960079680956174
0.2648406257898595,-0.2441829853373552,-0.22223313616079018,-0.9960079680956174
-1.4303718655497668,0.8186584354884235,0.5097145608552145,-0.9960079680956174
-0.5101136559653983,-0.16688542745911675,1.1646151318695344,1.0040080320963853
0.07110205535104507,0.4514950355667909,-1.4337327726010738,1.0040080320963853
-0.5585482985751018,0.12298041458427747,0.2732595879534925,-0.9960079680956174
1.1366641927645245,-1.4229707429804916,-1.0994190936857178,1.0040080320963853
-0.3163750855265838,-0.26350737480691483,-0.23374592510357065,1.0040080320963853
-0.5585482985751018,1.5336608458621293,1.4732464354509955,-0.9960079680956174
0.5070138388383775,1.301768172227414,-0.4175077486133359,1.0040080320963853
1.1366641927645245,-0.2441829853373552,-0.22001913828717853,1.0040080320963853
-0.8007215116236198,-1.1137805114675379,-0.12747402717021245,1.0040080320963853
-0.02576722986836215,1.1858218354100563,-0.24614431319579577,-0.9960079680956174
-0.12263651508776936,1.4756876774534504,1.4621764460829374,1.0040080320963853
-0.413244370745991,-0.2441829853373552,0.17938607811235938,1.0040080320963853
-1.285067937720656,1.591634014270808,0.2599756007118227,-0.9960079680956174
0.3132752683995631,1.3210925616969735,1.2801858208720616,-0.9960079680956174
-0.21950580030717656,1.5723096248012485,1.2846138166192846,1.0040080320963853
1.1366641927645245,-1.3456731851022532,-1.3000073010349313,1.0040080320963853
0.6523177666674883,0.04568285670603901,-1.5710006407649948,1.0040080320963853
0.02266741274134146,-1.3843219640413724,-1.457201150061357,-0.9960079680956174
1.2335334779839315,1.0119023301840198,0.8798950053230788,1.0040080320963853
0.6523177666674883,-0.5726976063198687,-1.496610312211644,-0.9960079680956174
-0.5101136559653983,0.7220364881406255,-1.0121875774654194,-0.9960079680956174
0.2648406257898595,-1.8094585323716839,-1.0130731766148642,1.0040080320963853
-1.4303718655497668,0.6640633197319467,-0.6805306959983974,-0.9960079680956174
1.2819681205936353,-0.47607565897207055,1.0224764683836678,-0.9960079680956174
0.2648406257898595,0.1809535829929563,-0.1438576114349385,1.0040080320963853
-0.12263651508776936,-0.3987781010938321,-0.39581056945194193,-0.9960079680956174
-0.21950580030717656,1.0891998880622582,0.23695002282626174,1.0040080320963853
-0.7038522264042126,-1.307024406163134,1.4688184397037722,1.0040080320963853
0.02266741274134146,0.9346047723057812,-0.2226759357355125,1.0040080320963853
0.94292562232571,-1.2490512377544551,-0.3816409830608275,-0.9960079680956174
0.6038831240577848,0.14230480405383708,0.4087562578185242,-0.9960079680956174
1.669445261471264,1.1278486670013774,-1.692327724238912,1.0040080320963853
-0.2679404429168802,0.7800096565493043,1.4608480473587704,1.0040080320963853
0.7976216944965991,-1.2683756272240148,-1.2136613839640777,-0.9960079680956174
0.6038831240577848,-0.8818878378328224,-0.7186114594245174,1.0040080320963853
-1.3335025803303595,0.8379828249579832,1.2328062663767727,-0.9960079680956174
0.5070138388383775,-1.152429290406657,1.1464603493059191,-0.9960079680956174
1.0397949075451172,0.14230480405383708,-0.31035025153053303,1.0040080320963853
1.0882295501548207,-0.804590279954584,1.2465330531931647,-0.9960079680956174
-0.02576722986836215,-1.4616195219196109,-0.19743635997633993,1.0040080320963853
-0.5101136559653983,1.3210925616969735,1.2558318442623335,-0.9960079680956174
-0.655417583794509,1.4177145090447716,0.6066876677194039,1.0040080320963853
-1.285067937720656,1.5723096248012485,0.020421030787044398,-0.9960079680956174
0.7976216944965991,0.2775755303407544,0.6930335847902573,-0.9960079680956174
-0.5585482985751018,1.2051462248796159,0.11429454062817748,1.0040080320963853
1.3788374058130424,1.2824437827578543,-0.042456508823525876,-0.9960079680956174
-1.6241104359885812,0.5094682039754698,-0.7513786279539696,1.0040080320963853
0.7976216944965991,-1.0171585641197398,-0.2687270915066344,-0.9960079680956174
1.2335334779839315,-0.9978341746501801,-0.5410488299608648,-0.9960079680956174
-1.6725450785982847,-0.22485859586779558,-1.2862805142185392,-0.9960079680956174
0.7976216944965991,-1.7901341429021242,1.1469031488806414,-0.9960079680956174
1.5725759762518567,0.7606852670797447,-1.2486425503671414,-0.9960079680956174
1.5241413336421532,0.7606852670797447,-1.0219291681093108,-0.9960079680956174
